id,category,difficulty,difficulty_normalized,topic,question,option_a,option_b,option_c,option_d,option_e,option_f,answer,solution,source_file,source_repo
144,04 Data Interpretation and Analysis,02 Intermediate,medium,Table-Based Questions (1–20),Which quarter had the lowest total revenue across all stores?,,,,,,,Q1,"Q1: 200 + 180 + 150 + 220 = 750. Q2: 250 + 210 + 160 + 230 = 850. Q3: 300 + 240 + 170 + 240 = 950. Q4: 350 + 270 + 180 + 250 = 1050 ($1000). Lowest is Q1 ($750,000). **Table 2: Employees in Three Departments Across Two Branches** | Department | Branch A (2022) | Branch A (2023) | Branch B (2022) | Branch B (2023) | |------------|-----------------|-----------------|-----------------|-----------------| | HR         | 20              | 25              | 15              | 18              | | IT         | 50              | 60              | 40              | 45              | | Sales      | 30              | 35              | 25              | 30              |",04 Data Interpretation and Analysis/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
145,04 Data Interpretation and Analysis,02 Intermediate,medium,Table-Based Questions (1–20),What is the total number of employees in Branch A in 2023?,,,,,,,120 employees,Total = 25 + 60 + 35 = 120 employees.,04 Data Interpretation and Analysis/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
146,04 Data Interpretation and Analysis,02 Intermediate,medium,Table-Based Questions (1–20),Which department in Branch B had the highest growth from 2022 to 2023?,,,,,,,HR or Sales,HR: (18 - 15) ÷ 15 × 100 = 20%. IT: (45 - 40) ÷ 40 × 100 = 12.5%. Sales: (30 - 25) ÷ 25 × 100 = 20%. HR and Sales tie for highest.,04 Data Interpretation and Analysis/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
147,04 Data Interpretation and Analysis,02 Intermediate,medium,Table-Based Questions (1–20),What is the average number of IT employees across both branches in 2022?,,,,,,,45 employees,Total = 50 (A) + 40 (B) = 90. Average = 90 ÷ 2 = 45 employees.,04 Data Interpretation and Analysis/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
148,04 Data Interpretation and Analysis,03 Advance,hard,Multiple Table-Based Questions (1–20),What is the total revenue from Product X in Region A in 2023?,,,,,,,"$600,000","Sales = 600 ($1000) = 600,000. Units = 600,000 ÷ 15 = 40,000. Revenue = 40,000 × 15 = $600,000.",04 Data Interpretation and Analysis/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
149,04 Data Interpretation and Analysis,03 Advance,hard,Multiple Table-Based Questions (1–20),Which product had the highest revenue in Region B in 2022?,,,,,,,Product X,"X: 450,000 ÷ 12 = 37,500 units × 12 = $450,000. Y: 270,000 ÷ 9 = 30,000 units × 9 = $270,000. Z: 180,000 ÷ 6 = 30,000 units × 6 = $180,000. Highest is X.",04 Data Interpretation and Analysis/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
150,04 Data Interpretation and Analysis,03 Advance,hard,Multiple Table-Based Questions (1–20),What is the compound annual growth rate (CAGR) of Product Y’s sales in Region A from 2021 to 2023?,,,,,,,8.01%,"Initial (2021) = 300 ($1000), Final (2023) = 350 ($1000). CAGR = [(350 ÷ 300)^(1/2) - 1] × 100 ≈ [(1.1667)^0.5 - 1] × 100 ≈ 8.01%.",04 Data Interpretation and Analysis/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
151,04 Data Interpretation and Analysis,03 Advance,hard,Multiple Table-Based Questions (1–20),"What is the weighted average unit price of all products in 2022, weighted by units sold in Region A?",,,,,,,$9.26,"Units X: 550,000 ÷ 12 ≈ 45,833. Y: 320,000 ÷ 9 ≈ 35,556. Z: 220,000 ÷ 6 ≈ 36,667. Total units = 45,833 + 35,556 + 36,667 ≈ 118,056. Weighted price = [(45,833 × 12) + (35,556 × 9) + (36,667 × 6)] ÷ 118,056 ≈ $9.26.",04 Data Interpretation and Analysis/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
152,04 Data Interpretation and Analysis,03 Advance,hard,Multiple Table-Based Questions (1–20),What is the total revenue across both regions for Product Z in 2021?,,,,,,,"$350,000","A: 200,000 ÷ 5 = 40,000 units × 5 = $200,000. B: 150,000 ÷ 5 = 30,000 units × 5 = $150,000. Total = 200,000 + 150,000 = $350,000.",04 Data Interpretation and Analysis/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
153,04 Data Interpretation and Analysis,03 Advance,hard,Multiple Table-Based Questions (1–20),What is the percentage contribution of Product X to total revenue in Region B in 2023?,,,,,,,50%,"X: 500,000 ÷ 15 ≈ 33,333 units × 15 = $500,000. Y: 300,000 ÷ 10 = 30,000 units × 10 = $300,000. Z: 200,000 ÷ 7 ≈ 28,571 units × 7 ≈ $200,000. Total = 500,000 + 300,000 + 200,000 = $1,000,000. % X = (500,000 ÷ 1,000,000) × 100 = 50%.",04 Data Interpretation and Analysis/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
154,04 Data Interpretation and Analysis,03 Advance,hard,Multiple Table-Based Questions (1–20),What is the ratio of units sold of Product Y in Region A to Region B in 2022?,,,,,,,119 : 100,"A: 320,000 ÷ 9 ≈ 35,556 units. B: 270,000 ÷ 9 = 30,000 units. Ratio = 35,556 : 30,000 ≈ 1.19 : 1 ≈ 119 : 100.",04 Data Interpretation and Analysis/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
155,04 Data Interpretation and Analysis,03 Advance,hard,Multiple Table-Based Questions (1–20),Which region showed the highest revenue growth for Product Z from 2021 to 2023?,,,,,,,Region B,"A: 2021: 200,000, 2023: 250,000. % Growth = (50 ÷ 200) × 100 = 25%. B: 2021: 150,000, 2023: 200,000. % Growth = (50 ÷ 150) × 100 ≈ 33.33%. B is higher.",04 Data Interpretation and Analysis/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
156,04 Data Interpretation and Analysis,03 Advance,hard,Multiple Table-Based Questions (1–20),What is the total revenue of all products in Region A in 2022?,,,,,,,"$1,090,000","X: 550,000. Y: 320,000. Z: 220,000. Total = 550,000 + 320,000 + 220,000 = $1,090,000.",04 Data Interpretation and Analysis/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
157,04 Data Interpretation and Analysis,03 Advance,hard,Multiple Table-Based Questions (1–20),What is the percentage increase in unit price of Product X from 2021 to 2023?,,,,,,,50%,"Increase = 15 - 10 = 5. % Increase = (5 ÷ 10) × 100 = 50%. **Table 3: Production Costs ($ per unit) and Units Produced (2021–2023)** | Product | Cost (2021) | Cost (2022) | Cost (2023) | Units (2021) | Units (2022) | Units (2023) | |---------|-------------|-------------|-------------|--------------|--------------|--------------| | P       | 4           | 5           | 6           | 20,000       | 22,000       | 25,000       | | Q       | 6           | 7           | 8           | 15,000       | 18,000       | 20,000       |",04 Data Interpretation and Analysis/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
158,04 Data Interpretation and Analysis,03 Advance,hard,Multiple Table-Based Questions (1–20),What is the total production cost of Product P in 2022?,,,,,,,"$110,000","Cost = 22,000 × 5 = $110,000.",04 Data Interpretation and Analysis/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
159,04 Data Interpretation and Analysis,03 Advance,hard,Multiple Table-Based Questions (1–20),What is the percentage increase in production cost per unit for Product Q from 2021 to 2023?,,,,,,,33.33%,Increase = 8 - 6 = 2. % Increase = (2 ÷ 6) × 100 ≈ 33.33%.,04 Data Interpretation and Analysis/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
160,04 Data Interpretation and Analysis,03 Advance,hard,Multiple Table-Based Questions (1–20),What is the total cost of producing both products in 2023?,,,,,,,"$310,000","P: 25,000 × 6 = $150,000. Q: 20,000 × 8 = $160,000. Total = 150,000 + 160,000 = $310,000.",04 Data Interpretation and Analysis/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
161,05 Abstract Reasoning (Non-Verbal Reasoning),01 Basic,easy,Number Sequence Questions (1–20),"Find the next number in the sequence: 2, 4, 6, 8, __",,,,,,,10,"Each number increases by 2 (arithmetic sequence): 2 + 2 = 4, 4 + 2 = 6, 6 + 2 = 8. Next: 8 + 2 = 10.",05 Abstract Reasoning (Non-Verbal Reasoning)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
162,05 Abstract Reasoning (Non-Verbal Reasoning),01 Basic,easy,Number Sequence Questions (1–20),"Find the next number: 1, 3, 9, 27, __",,,,,,,81,"Each number is multiplied by 3 (geometric sequence): 1 × 3 = 3, 3 × 3 = 9, 9 × 3 = 27. Next: 27 × 3 = 81.",05 Abstract Reasoning (Non-Verbal Reasoning)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
163,05 Abstract Reasoning (Non-Verbal Reasoning),01 Basic,easy,Number Sequence Questions (1–20),"Find the next number: 5, 10, 15, 20, __",,,,,,,25,"Each number increases by 5: 5 + 5 = 10, 10 + 5 = 15, 15 + 5 = 20. Next: 20 + 5 = 25.",05 Abstract Reasoning (Non-Verbal Reasoning)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
164,05 Abstract Reasoning (Non-Verbal Reasoning),01 Basic,easy,Number Sequence Questions (1–20),"Find the next number: 1, 4, 16, 64, __",,,,,,,256,"Each number is multiplied by 4: 1 × 4 = 4, 4 × 4 = 16, 16 × 4 = 64. Next: 64 × 4 = 256.",05 Abstract Reasoning (Non-Verbal Reasoning)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
165,05 Abstract Reasoning (Non-Verbal Reasoning),01 Basic,easy,Number Sequence Questions (1–20),"Find the next number: 3, 6, 12, 24, __",,,,,,,48,"Each number is multiplied by 2: 3 × 2 = 6, 6 × 2 = 12, 12 × 2 = 24. Next: 24 × 2 = 48.",05 Abstract Reasoning (Non-Verbal Reasoning)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
166,05 Abstract Reasoning (Non-Verbal Reasoning),01 Basic,easy,Number Sequence Questions (1–20),"Find the next number: 10, 9, 8, 7, __",,,,,,,6,"Each number decreases by 1: 10 - 1 = 9, 9 - 1 = 8, 8 - 1 = 7. Next: 7 - 1 = 6.",05 Abstract Reasoning (Non-Verbal Reasoning)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
167,05 Abstract Reasoning (Non-Verbal Reasoning),01 Basic,easy,Number Sequence Questions (1–20),"Find the next number: 2, 5, 8, 11, __",,,,,,,14,"Each number increases by 3: 2 + 3 = 5, 5 + 3 = 8, 8 + 3 = 11. Next: 11 + 3 = 14.",05 Abstract Reasoning (Non-Verbal Reasoning)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
168,05 Abstract Reasoning (Non-Verbal Reasoning),01 Basic,easy,Number Sequence Questions (1–20),"Find the next number: 1, 2, 4, 8, __",,,,,,,16,"Each number is multiplied by 2: 1 × 2 = 2, 2 × 2 = 4, 4 × 2 = 8. Next: 8 × 2 = 16.",05 Abstract Reasoning (Non-Verbal Reasoning)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
169,05 Abstract Reasoning (Non-Verbal Reasoning),01 Basic,easy,Number Sequence Questions (1–20),"Find the next number: 100, 90, 80, 70, __",,,,,,,60,"Each number decreases by 10: 100 - 10 = 90, 90 - 10 = 80, 80 - 10 = 70. Next: 70 - 10 = 60.",05 Abstract Reasoning (Non-Verbal Reasoning)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
170,05 Abstract Reasoning (Non-Verbal Reasoning),01 Basic,easy,Number Sequence Questions (1–20),"Find the next number: 1, 5, 25, 125, __",,,,,,,625,"Each number is multiplied by 5: 1 × 5 = 5, 5 × 5 = 25, 25 × 5 = 125. Next: 125 × 5 = 625.",05 Abstract Reasoning (Non-Verbal Reasoning)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
171,05 Abstract Reasoning (Non-Verbal Reasoning),01 Basic,easy,Number Sequence Questions (1–20),"Find the next number: 4, 8, 12, 16, __",,,,,,,20,"Each number increases by 4: 4 + 4 = 8, 8 + 4 = 12, 12 + 4 = 16. Next: 16 + 4 = 20.",05 Abstract Reasoning (Non-Verbal Reasoning)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
172,05 Abstract Reasoning (Non-Verbal Reasoning),01 Basic,easy,Number Sequence Questions (1–20),"Find the next number: 2, 6, 18, 54, __",,,,,,,162,"Each number is multiplied by 3: 2 × 3 = 6, 6 × 3 = 18, 18 × 3 = 54. Next: 54 × 3 = 162.",05 Abstract Reasoning (Non-Verbal Reasoning)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
173,05 Abstract Reasoning (Non-Verbal Reasoning),01 Basic,easy,Number Sequence Questions (1–20),"Find the next number: 7, 14, 21, 28, __",,,,,,,35,"Each number increases by 7: 7 + 7 = 14, 14 + 7 = 21, 21 + 7 = 28. Next: 28 + 7 = 35.",05 Abstract Reasoning (Non-Verbal Reasoning)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
174,05 Abstract Reasoning (Non-Verbal Reasoning),01 Basic,easy,Number Sequence Questions (1–20),"Find the next number: 3, 9, 27, 81, __",,,,,,,243,"Each number is multiplied by 3: 3 × 3 = 9, 9 × 3 = 27, 27 × 3 = 81. Next: 81 × 3 = 243.",05 Abstract Reasoning (Non-Verbal Reasoning)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
175,05 Abstract Reasoning (Non-Verbal Reasoning),02 Intermediate,medium,Number Sequence Questions (1–20),"Find the next number: 1, 3, 6, 10, 15, __",,,,,,,21,"Differences: 3 - 1 = 2, 6 - 3 = 3, 10 - 6 = 4, 15 - 10 = 5. Differences increase by 1. Next difference = 6. Next: 15 + 6 = 21.",05 Abstract Reasoning (Non-Verbal Reasoning)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
176,05 Abstract Reasoning (Non-Verbal Reasoning),02 Intermediate,medium,Number Sequence Questions (1–20),"Find the next number: 2, 5, 11, 23, 47, __",,,,,,,95,"Each number is obtained by doubling the previous and adding 1: 2 × 2 + 1 = 5, 5 × 2 + 1 = 11, 11 × 2 + 1 = 23, 23 × 2 + 1 = 47. Next: 47 × 2 + 1 = 95.",05 Abstract Reasoning (Non-Verbal Reasoning)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
177,05 Abstract Reasoning (Non-Verbal Reasoning),02 Intermediate,medium,Number Sequence Questions (1–20),"Find the next number: 1, 4, 10, 22, 46, __",,,,,,,94,"Each number is obtained by doubling the previous and adding a sequence of 2, 2, 2, 2, ...: 1 × 2 + 2 = 4, 4 × 2 + 2 = 10, 10 × 2 + 2 = 22, 22 × 2 + 2 = 46. Next: 46 × 2 + 2 = 94.",05 Abstract Reasoning (Non-Verbal Reasoning)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
178,05 Abstract Reasoning (Non-Verbal Reasoning),02 Intermediate,medium,Number Sequence Questions (1–20),"Find the next number: 3, 6, 12, 21, 33, __",,,,,,,48,"Differences: 3, 6, 9, 12. Differences increase by 3. Next difference = 15. Next: 33 + 15 = 48.",05 Abstract Reasoning (Non-Verbal Reasoning)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
179,05 Abstract Reasoning (Non-Verbal Reasoning),02 Intermediate,medium,Number Sequence Questions (1–20),"Find the next number: 2, 8, 18, 32, 50, __",,,,,,,72,"Numbers follow: 1² + 1, 2² + 4, 3² + 9, 4² + 16, 5² + 25. Next: 6² + 36 = 36 + 36 = 72.",05 Abstract Reasoning (Non-Verbal Reasoning)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
180,05 Abstract Reasoning (Non-Verbal Reasoning),02 Intermediate,medium,Number Sequence Questions (1–20),"Find the next number: 100, 96, 88, 76, 60, __",,,,,,,40,"Differences: -4, -8, -12, -16. Differences decrease by 4. Next difference = -20. Next: 60 - 20 = 40.",05 Abstract Reasoning (Non-Verbal Reasoning)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
181,05 Abstract Reasoning (Non-Verbal Reasoning),02 Intermediate,medium,Number Sequence Questions (1–20),"Find the next number: 1, 2, 6, 24, 120, __",,,,,,,720,"Each number is multiplied by increasing integers: 1 × 1 = 1, 1 × 2 = 2, 2 × 3 = 6, 6 × 4 = 24, 24 × 5 = 120. Next: 120 × 6 = 720.",05 Abstract Reasoning (Non-Verbal Reasoning)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
182,05 Abstract Reasoning (Non-Verbal Reasoning),02 Intermediate,medium,Number Sequence Questions (1–20),"Find the next number: 5, 7, 11, 19, 35, __",,,,,,,67,"Each number is obtained by adding increasing primes: 5 + 2 = 7, 7 + 4 = 11, 11 + 8 = 19, 19 + 16 = 35. Next prime = 5 (doubled: 32). Next: 35 + 32 = 67.",05 Abstract Reasoning (Non-Verbal Reasoning)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
183,05 Abstract Reasoning (Non-Verbal Reasoning),02 Intermediate,medium,Number Sequence Questions (1–20),"Find the next number: 4, 9, 25, 64, 144, __",,,,,,,289,"Numbers are: 2², 3², 5², 8², 12². Bases: 2, 3, 5, 8, 12. Differences: 1, 2, 3, 4. Next base = 12 + 5 = 17. Next: 17² = 289.",05 Abstract Reasoning (Non-Verbal Reasoning)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
184,05 Abstract Reasoning (Non-Verbal Reasoning),02 Intermediate,medium,Number Sequence Questions (1–20),"Find the next number: 1, 5, 14, 30, 54, __",,,,,,,86,"Differences: 4, 9, 16, 24. Second differences: 5, 7, 8. Next second difference ≈ 8. Next difference = 24 + 8 = 32. Next: 54 + 32 = 86.",05 Abstract Reasoning (Non-Verbal Reasoning)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
185,05 Abstract Reasoning (Non-Verbal Reasoning),02 Intermediate,medium,Number Sequence Questions (1–20),"Find the next number: 3, 12, 27, 48, 75, __",,,,,,,108,"Numbers are: 1 × 3, 2 × 6, 3 × 9, 4 × 12, 5 × 15. Multipliers: 3, 6, 9, 12, 15 (+3). Next: 6 × 18 = 108.",05 Abstract Reasoning (Non-Verbal Reasoning)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
186,05 Abstract Reasoning (Non-Verbal Reasoning),02 Intermediate,medium,Number Sequence Questions (1–20),"Find the next number: 2, 3, 7, 22, 78, __",,,,,,,391,"Each number is obtained by multiplying by increasing integers and adding 1: 2 × 1 + 1 = 3, 3 × 2 + 1 = 7, 7 × 3 + 1 = 22, 22 × 4 + 1 = 89. Next: 78 × 5 + 1 = 391.",05 Abstract Reasoning (Non-Verbal Reasoning)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
187,05 Abstract Reasoning (Non-Verbal Reasoning),02 Intermediate,medium,Number Sequence Questions (1–20),"Find the next number: 10, 20, 35, 55, 80, __",,,,,,,110,"Differences: 10, 15, 20, 25. Differences increase by 5. Next difference = 30. Next: 80 + 30 = 110.",05 Abstract Reasoning (Non-Verbal Reasoning)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
188,05 Abstract Reasoning (Non-Verbal Reasoning),03 Advance,hard,Number Sequence Questions (1–20),"Find the next number: 1, 2, 6, 24, 120, 720, __",,,,,,,5040,"Each number is multiplied by increasing integers (factorial): 1 × 1 = 1, 1 × 2 = 2, 2 × 3 = 6, 6 × 4 = 24, 24 × 5 = 120, 120 × 6 = 720. Next: 720 × 7 = 5040.",05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
189,05 Abstract Reasoning (Non-Verbal Reasoning),03 Advance,hard,Number Sequence Questions (1–20),"Find the next number: 3, 7, 18, 44, 94, 182, __",,,,,,,330,"Differences: 4, 11, 26, 50, 88. Second differences: 7, 15, 24, 38. Third differences: 8, 9, 14. Next third difference ≈ 22. Second difference = 38 + 22 = 60. First difference = 88 + 60 = 148. Next: 182 + 148 = 330.",05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
190,05 Abstract Reasoning (Non-Verbal Reasoning),03 Advance,hard,Number Sequence Questions (1–20),"Find the next number: 2, 5, 14, 41, 122, 365, __",,,,,,,1094,"Each number is multiplied by 3 and subtracted by 1: 2 × 3 - 1 = 5, 5 × 3 - 1 = 14, 14 × 3 - 1 = 41, 41 × 3 - 1 = 122, 122 × 3 - 1 = 365. Next: 365 × 3 - 1 = 1094.",05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
191,05 Abstract Reasoning (Non-Verbal Reasoning),03 Advance,hard,Number Sequence Questions (1–20),"Find the next number: 1, 4, 13, 40, 121, 364, __",,,,,,,1093,"Each number is multiplied by 3 and increased by 1: 1 × 3 + 1 = 4, 4 × 3 + 1 = 13, 13 × 3 + 1 = 40, 40 × 3 + 1 = 121, 121 × 3 + 1 = 364. Next: 364 × 3 + 1 = 1093.",05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
192,05 Abstract Reasoning (Non-Verbal Reasoning),03 Advance,hard,Number Sequence Questions (1–20),"Find the next number: 5, 10, 22, 49, 103, 208, __",,,,,,,421,"Each number is approximately doubled and increased by a sequence: 5 × 2 = 10, 10 × 2 + 2 = 22, 22 × 2 + 5 = 49, 49 × 2 + 5 = 103, 103 × 2 + 2 = 208. Pattern alternates +2, +5. Next: 208 × 2 + 5 = 421.",05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
193,05 Abstract Reasoning (Non-Verbal Reasoning),03 Advance,hard,Number Sequence Questions (1–20),"Find the next number: 100, 95, 85, 70, 50, 25, __",,,,,,,-5,"Differences: -5, -10, -15, -20, -25. Differences decrease by 5. Next difference = -30. Next: 25 - 30 = -5.",05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
194,05 Abstract Reasoning (Non-Verbal Reasoning),03 Advance,hard,Number Sequence Questions (1–20),"Find the next number: 2, 6, 15, 31, 56, 92, __",,,,,,,141,"Differences: 4, 9, 16, 25, 36 (squares: 2², 3², 4², 5², 6²). Next difference = 7² = 49. Next: 92 + 49 = 141.",05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
195,05 Abstract Reasoning (Non-Verbal Reasoning),03 Advance,hard,Number Sequence Questions (1–20),"Find the next number: 1, 3, 10, 32, 94, 250, __",,,,,,,812,"Each number follows: 1 × 3 - 0 = 3, 3 × 3 + 1 = 10, 10 × 3 + 2 = 32, 32 × 3 - 2 = 94, 94 × 3 - 32 = 250. Additions/subtractions: 0, +1, +2, -2, -32. Next: +62 (alternating signs, squares). Next: 250 × 3 + 62 = 812.",05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
196,05 Abstract Reasoning (Non-Verbal Reasoning),03 Advance,hard,Number Sequence Questions (1–20),"Find the next number: 4, 12, 30, 66, 132, 240, __",,,,,,,402,"Differences: 8, 18, 36, 66, 108. Second differences: 10, 18, 30, 42. Third differences: 8, 12, 12. Next: 42 + 12 = 54. First difference = 108 + 54 = 162. Next: 240 + 162 = 402.",05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
197,05 Abstract Reasoning (Non-Verbal Reasoning),03 Advance,hard,Number Sequence Questions (1–20),"Find the next number: 1, 5, 16, 44, 104, 224, __",,,,,,,452,"Differences: 4, 11, 28, 60, 120. Second differences: 7, 17, 32, 60. Third differences: 10, 15, 28. Next ≈ 48. Second difference = 60 + 48 = 108. First difference = 120 + 108 = 228. Next: 224 + 228 = 452.",05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
198,05 Abstract Reasoning (Non-Verbal Reasoning),03 Advance,hard,Number Sequence Questions (1–20),"Find the next number: 3, 9, 22, 46, 88, 158, __",,,,,,,272,"Differences: 6, 13, 24, 42, 70. Second differences: 7, 11, 18, 28. Third differences: 4, 7, 10. Next ≈ 16. Second difference = 28 + 16 = 44. First difference = 70 + 44 = 114. Next: 158 + 114 = 272.",05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
199,05 Abstract Reasoning (Non-Verbal Reasoning),03 Advance,hard,Number Sequence Questions (1–20),"Find the next number: 2, 4, 11, 29, 74, 182, __",,,,,,,442,"Each number follows: 2 × 2 - 0 = 4, 4 × 3 - 1 = 11, 11 × 3 - 4 = 29, 29 × 3 - 13 = 74, 74 × 3 - 40 = 182. Subtractions: 0, 1, 4, 13, 40 (Fibonacci-like). Next: 104. Next: 182 × 3 - 104 = 442.",05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
200,05 Abstract Reasoning (Non-Verbal Reasoning),03 Advance,hard,Number Sequence Questions (1–20),"Find the next number: 10, 20, 35, 65, 140, 350, __",,,,,,,980,"Each number is multiplied by increasing factors: 10 × 2 = 20, 20 × 1.75 = 35, 35 × 1.857 = 65, 65 × 2.154 = 140, 140 × 2.5 = 350. Next factor ≈ 2.8. Next: 350 × 2.8 = 980.",05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
201,06 Technical Aptitude (Basic Programming and AIML Concepts),01 Basic,easy,Programming Fundamentals (1–20),"What is the output of this C code: `int x = 5; printf(""%d"", x++);`?",,,,,,,5,"`x++` is post-increment, so `printf` uses the current value of `x` (5), then increments `x` to 6.",06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
202,06 Technical Aptitude (Basic Programming and AIML Concepts),01 Basic,easy,Programming Fundamentals (1–20),"In Python, what is the output of: `print(3 * ""hello"")`?",,,,,,,hellohellohello,"String repetition in Python multiplies the string: `3 * ""hello""` produces `""hellohellohello""`.",06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
